,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
17,frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.061762748775028735,0.07343778355816345,0.030185711693182505,0.4887365328109696,6.655110069108845,0.02564999231668472,1.8122988946113316
18,frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.06835642126913072,0.06847740608553626,0.03103260540802129,0.4539823008849558,6.629665561774916,0.02635173499022104,1.7060300342355657
19,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.06847740608553626,0.06835642126913072,0.03103260540802129,0.4531802120141343,6.629665561774916,0.02635173499022104,1.7037488386483748
20,frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0607948702437844,0.0842054322182566,0.03351279414433488,0.5512437810945273,6.546415908960943,0.02839353581880419,2.0407395579171883
21,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0842054322182566,0.0607948702437844,0.03351279414433488,0.3979885057471264,6.546415908960942,0.02839353581880419,1.5601116236523294
22,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.07343778355816345,0.06436392232774787,0.030427681325993588,0.41433278418451397,6.437345164806579,0.025700937529133994,1.5975558344502305
23,frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.06436392232774787,0.07343778355816345,0.030427681325993588,0.4727443609022556,6.437345164806579,0.025700937529133994,1.7573301217363886
24,frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.06998971629060553,0.06835642126913072,0.03054866614239913,0.4364736387208297,6.385261700614192,0.025764419611131555,1.653238681888981
25,frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.06835642126913072,0.06998971629060553,0.03054866614239913,0.44690265486725667,6.385261700614191,0.025764419611131555,1.6814585929465853
26,frozenset({'LUNCH BAG SUKI DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.061762748775028735,0.0842054322182566,0.031214082632629606,0.5053868756121449,6.001832213178425,0.026013323677040713,1.8515371360498216
27,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SUKI DESIGN'}),0.0842054322182566,0.061762748775028735,0.031214082632629606,0.3706896551724138,6.001832213178425,0.026013323677040713,1.4908975498917352
28,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0842054322182566,0.07343778355816345,0.036718891779081726,0.43606321839080464,5.937859195402299,0.030535031473415793,1.6430249748879446
29,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.07343778355816345,0.0842054322182566,0.036718891779081726,0.5,5.937859195402299,0.030535031473415793,1.8315891355634868
30,frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06998971629060553,0.11632690097392777,0.047486540439174885,0.6784788245462402,5.832518694006187,0.03934485364304431,2.748413375196681
31,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.11632690097392777,0.06998971629060553,0.047486540439174885,0.40821632865314617,5.832518694006187,0.03934485364304431,1.5715375883771228
32,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.06279111971447583,0.0842054322182566,0.030306696509588046,0.48265895953757226,5.73192188226696,0.025019343134562316,1.7701950863267222
33,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.0842054322182566,0.06279111971447583,0.030306696509588046,0.3599137931034483,5.731921882266959,0.025019343134562316,1.4641916513551625
34,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0842054322182566,0.06436392232774787,0.030790635775210212,0.36566091954022995,5.681147237706335,0.025370843876339907,1.4749778257302095
35,frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.06436392232774787,0.0842054322182566,0.030790635775210212,0.4783834586466165,5.681147237706335,0.025370843876339907,1.755685441657252
36,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.11632690097392777,0.04790998729659428,0.03127457504083238,0.26885075403016123,5.611580574334085,0.02570135469291932,1.3021828552124106
37,frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04790998729659428,0.11632690097392777,0.03127457504083238,0.6527777777777778,5.611580574334084,0.02570135469291932,2.5449785251950883
38,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.11632690097392777,0.05468513701530458,0.034480672675579215,0.296411856474259,5.420336724973424,0.028119320157254206,1.3435628096966516
39,frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05468513701530458,0.11632690097392777,0.034480672675579215,0.6305309734513275,5.420336724973424,0.028119320157254206,2.3917379686214653
40,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.11632690097392777,0.06835642126913072,0.04222370092553385,0.3629745189807593,5.310028117938878,0.034272010277627586,1.4624902872648666
41,frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06835642126913072,0.11632690097392777,0.04222370092553385,0.6176991150442479,5.310028117938878,0.034272010277627586,2.311459726619125
42,frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06847740608553626,0.11632690097392777,0.03974351218922025,0.5803886925795053,4.989290419673324,0.03177774775255664,2.1059325223105554
43,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.11632690097392777,0.06847740608553626,0.03974351218922025,0.3416536661466459,4.989290419673324,0.03177774775255664,1.4149430869648607
44,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG APPLES'}),0.11632690097392777,0.05353578125945194,0.03073014336700744,0.2641705668226729,4.934467389995035,0.024502491841877316,1.286254906458003
45,frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05353578125945194,0.11632690097392777,0.03073014336700744,0.5740112994350283,4.934467389995035,0.024502491841877316,2.0744050202601434
46,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.11632690097392777,0.0842054322182566,0.032121468755671165,0.2761310452418097,3.279254532250256,0.022326111780551244,1.2651386162674516
47,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0842054322182566,0.11632690097392777,0.032121468755671165,0.38146551724137934,3.2792545322502558,0.022326111780551244,1.4286561600979009
